x,y
555.0,693.0
555.303640238139,692.9333557018115
556.1642601145803,692.6048016520299
559.0088947443902,691.6605279645366
562.2553087076101,690.8314848070645
566.8957293760635,690.157889606183
570.7670954671885,690.1269416902544
574.0894702549004,690.4261678179598
577.2537729830466,690.6052228182268
580.2457191949236,692.3686809644648
582.7738776285217,694.626224275338
585.2068217225697,697.3028475520747
587.6898599205745,700.7893052745677
593.4048514399201,704.5809656333264
598.7113621939072,708.1699657599602
603.7415529829867,710.7944774122582
608.5528984784681,713.3050197877704
613.2371741055167,715.5945912170255
617.7657338288969,717.3397090141078
623.7256311215493,719.6136871488235
627.3869230280457,720.5550443274237
631.9733420509097,721.9009506443542
637.1452735684487,721.5202470483289
640.6318725014293,720.0090851608173
643.4477459040742,717.7224422136289
646.9413501164988,715.4859953936616
651.8019285600227,713.8734638805277
655.1441983327336,713.3572093001673
659.2728957586248,712.873018870418
662.3789261056453,711.7541018846022
664.6672070419644,710.9883923313937
