x,y
555.0,693.0
555.1346900985277,693.2149476546754
555.5570651342917,693.4093458994851
556.2815107944773,693.9299819482402
560.313419646782,696.7578401951888
566.6467573437047,700.7700104360393
574.0311493531848,704.2300446455126
579.3438744939085,708.6543344973356
583.4786052391345,712.6833316262846
587.3014101785091,717.3028014240627
590.1221017164529,721.3858669729364
595.1149729828443,725.8641826748947
598.112750151791,728.9773298883609
602.1727863515451,733.6045636530537
605.9460850318546,738.468949460058
609.30246687357,743.4988502995458
612.866152942788,749.1379867700836
615.6407754604426,754.4495016511061
618.0224051990989,761.2077268669982
619.367057008241,765.1541177717507
622.7942293172459,771.3710683660238
624.9593447646813,774.799334013379
627.1616135658758,782.8902228452854
627.4423364104325,786.6078307393637
630.0186100685845,794.3878979108481
630.4942704242236,797.8332394617702
632.1214520673113,804.25798946016
633.596546487023,811.1381674629223
635.5378478196499,816.4853420422137
636.6963229061014,821.4455194644005
638.4899095115071,826.8652332225807
