group,names,scores,logfoldchanges,pvals,pvals_adj
23,ENSG00000163464,-0.07473573,-0.56409174,0.9404249777575786,0.9974452169064976
23,ENSG00000167851,-0.074791625,0.16357629,0.9403805050423537,0.9974452169064976
23,ENSG00000289927,-0.07497963,-22.169361,0.9402309163654287,0.9974452169064976
23,ENSG00000212743,-0.07532008,-0.39961982,0.9399600449421811,0.9974452169064976
23,ENSG00000104368,-0.0757774,0.35710958,0.9395961987436139,0.9974452169064976
23,ENSG00000122122,-0.076087356,0.2751148,0.9393495990400819,0.9974452169064976
23,ENSG00000243819,-0.07627028,0.11377929,0.9392040675162157,0.9974452169064976
23,ENSG00000264443,-0.076432884,-0.25749445,0.9390747078660703,0.9974452169064976
23,ENSG00000166670,-0.07739833,-22.119781,0.93830666816999,0.9974452169064976
23,ENSG00000289347,-0.07750504,-0.0058539375,0.9382217830810747,0.9974452169064976
23,ENSG00000134817,-0.07763715,-0.36725485,0.9381166882294579,0.9974452169064976
23,ENSG00000247982,-0.0777591,0.4174364,0.9380196785539112,0.9974452169064976
23,ENSG00000241369,-0.07860768,-21.596745,0.9373446784448425,0.9974452169064976
23,ENSG00000237031,-0.07860768,-21.75014,0.9373446784448425,0.9974452169064976
23,ENSG00000049089,-0.07881093,-0.17538668,0.9371830084374722,0.9974452169064976
23,ENSG00000267225,-0.078831255,-0.3053821,0.9371668415790584,0.9974452169064976
23,ENSG00000197253,-0.07981703,-22.512299,0.9363827801660379,0.9974452169064976
23,ENSG00000149380,-0.08087394,0.5227066,0.9355422055486526,0.9974452169064976
23,ENSG00000288877,-0.08128044,-0.10720332,0.9352189266986068,0.9974452169064976
23,ENSG00000171509,-0.0812906,-0.25856918,0.9352108448639879,0.9974452169064976
23,ENSG00000243193,-0.081341416,-0.27488524,0.9351704357910584,0.9974452169064976
23,ENSG00000151233,-0.081966415,0.4984055,0.9346734178872288,0.9974452169064976
23,ENSG00000269600,-0.082235724,-22.334593,0.9344592635389405,0.9974452169064976
23,ENSG00000211938,-0.082235724,-22.375917,0.9344592635389405,0.9974452169064976
23,ENSG00000163751,-0.082235724,-22.536749,0.9344592635389405,0.9974452169064976
23,ENSG00000230257,-0.082235724,-22.302172,0.9344592635389405,0.9974452169064976
23,ENSG00000226808,-0.08234243,-0.1744927,0.9343744112402876,0.9974452169064976
23,ENSG00000077522,-0.08293694,-0.19146624,0.9339016763942004,0.9974452169064976
23,ENSG00000133636,-0.08344508,-22.170052,0.9334976479853666,0.9974452169064976
23,ENSG00000224805,-0.08344508,-21.99747,0.9334976479853666,0.9974452169064976
23,ENSG00000103175,-0.08353654,-0.19952646,0.9334249246880623,0.9974452169064976
23,ENSG00000140287,-0.08465443,-22.198952,0.9325361294675618,0.9974452169064976
23,ENSG00000165480,-0.08528451,0.25265065,0.9320352091531316,0.9974452169064976
23,ENSG00000212464,-0.08553349,-0.83192384,0.9318372722441625,0.9974452169064976
23,ENSG00000229272,-0.08586378,0.26989293,0.9315747093818357,0.9974452169064976
23,ENSG00000227195,-0.087149344,-0.1696266,0.9305528050891176,0.9974452169064976
23,ENSG00000167100,-0.08752536,-0.5956244,0.9302539297464734,0.9974452169064976
23,ENSG00000255585,-0.08757617,-0.61209804,0.9302135419401422,0.9974452169064976
23,ENSG00000130176,-0.087738775,-0.69981295,0.9300843021681484,0.9974452169064976
23,ENSG00000212719,-0.08794711,0.63629526,0.9299187164052948,0.9974452169064976
23,ENSG00000289172,-0.08828247,-22.382442,0.9296521700896987,0.9974452169064976
23,ENSG00000117983,-0.08828247,-22.17431,0.9296521700896987,0.9974452169064976
23,ENSG00000230847,-0.08828247,0.044971995,0.9296521700896987,0.9974452169064976
23,ENSG00000188783,-0.08909548,-0.85671926,0.9290060300164314,0.9974452169064976
23,ENSG00000137434,-0.08953755,-0.11715368,0.9286547109675345,0.9974452169064976
23,ENSG00000133640,-0.08956804,-0.111404166,0.9286304825794071,0.9974452169064976
23,ENSG00000153789,-0.0909654,-0.51562804,0.9275200861568659,0.9974452169064976
23,ENSG00000267364,-0.09156499,-0.11405263,0.9270436682936329,0.9974452169064976
23,ENSG00000171435,-0.09192576,0.39527774,0.9267570226803431,0.9974452169064976
23,ENSG00000259783,-0.09196641,-0.16477525,0.9267247251782924,0.9974452169064976
23,ENSG00000266385,-0.09200706,-0.27846703,0.9266924277969848,0.9974452169064976
23,ENSG00000231246,-0.092017226,-0.31423274,0.9266843534705302,0.9974452169064976
23,ENSG00000141682,-0.09203247,0.14797676,0.9266722419950059,0.9974452169064976
23,ENSG00000234426,-0.09243389,-0.64315426,0.9263533125964263,0.9974452169064976
23,ENSG00000228824,-0.09311987,-21.880585,0.92580833407943,0.9974452169064976
23,ENSG00000231918,-0.09324182,-0.2896077,0.9257114526468566,0.9974452169064976
23,ENSG00000182782,-0.093343444,-0.2210316,0.9256307189611724,0.9974452169064976
23,ENSG00000112175,-0.094329216,-22.096071,0.9248476420779731,0.9974452169064976
23,ENSG00000259687,-0.0943597,0.09747593,0.9248234243622058,0.9974452169064976
23,ENSG00000183160,-0.095538564,-21.922333,0.9238870596630528,0.9974452169064976
23,ENSG00000147036,-0.095538564,-22.211056,0.9238870596630528,0.9974452169064976
23,ENSG00000289933,-0.095538564,-23.004128,0.9238870596630528,0.9974452169064976
23,ENSG00000143126,-0.09582312,0.3928195,0.9236610563481426,0.9974452169064976
23,ENSG00000118972,-0.097423725,-0.7869306,0.9223899030432698,0.9974452169064976
23,ENSG00000047597,-0.09757616,-0.85728115,0.9222688511102315,0.9974452169064976
23,ENSG00000283787,-0.09795726,-21.656452,0.9219662291611905,0.9974452169064976
23,ENSG00000188056,-0.09795726,-22.227139,0.9219662291611905,0.9974452169064976
23,ENSG00000250697,-0.09816051,-0.42128944,0.9218048354048365,0.9974452169064976
23,ENSG00000184408,-0.09834344,-0.20538288,0.9216595837770172,0.9974452169064976
23,ENSG00000288977,-0.09916661,-22.913084,0.9210059838572134,0.9974452169064976
23,ENSG00000228999,-0.10037596,-21.845352,0.9200458537056903,0.9974452169064976
23,ENSG00000167103,-0.10037596,-21.954033,0.9200458537056903,0.9974452169064976
23,ENSG00000249715,-0.10037596,-21.991093,0.9200458537056903,0.9974452169064976
23,ENSG00000228382,-0.10150909,-0.19772565,0.919146341688641,0.9974452169064976
23,ENSG00000176406,-0.10154974,0.1586503,0.919114074114748,0.9974452169064976
23,ENSG00000178222,-0.101580225,-0.26459888,0.9190898735217389,0.9974452169064976
23,ENSG00000279719,-0.101585306,-22.561247,0.9190858400968567,0.9974452169064976
23,ENSG00000290038,-0.101585306,-23.136034,0.9190858400968567,0.9974452169064976
23,ENSG00000169962,-0.101585306,-22.268368,0.9190858400968567,0.9974452169064976
23,ENSG00000183763,-0.101712346,-0.31269673,0.9189850051517183,0.9974452169064976
23,ENSG00000200087,-0.10279466,-22.963884,0.9181259444204386,0.9974452169064976
23,ENSG00000243759,-0.10285564,-0.112584524,0.918077549467242,0.9974452169064976
23,ENSG00000274512,-0.10289629,-0.2715154,0.9180452863337204,0.9974452169064976
23,ENSG00000077943,-0.102997914,0.14840408,0.917964629090434,0.9974452169064976
23,ENSG00000268658,-0.10400401,-22.242075,0.9171661680656462,0.9974452169064976
23,ENSG00000253270,-0.10521336,-22.268597,0.916206512421168,0.9974452169064976
23,ENSG00000144792,-0.10532515,-0.36926943,0.916117810900201,0.9974452169064976
23,ENSG00000133816,-0.10624994,0.27656052,0.9153840475680076,0.9974452169064976
23,ENSG00000189127,-0.10642271,-22.513004,0.915246978875165,0.9974452169064976
23,ENSG00000116748,-0.10642271,-22.33149,0.915246978875165,0.9974452169064976
23,ENSG00000108733,-0.10654974,-0.32432076,0.9151461946791555,0.9974452169064976
23,ENSG00000169715,-0.107042626,-0.005752839,0.914755164927767,0.9974452169064976
23,ENSG00000207523,-0.107632056,-22.113264,0.9142875688152642,0.9974452169064976
23,ENSG00000174123,-0.10781498,-0.500377,0.91414245880443,0.9974452169064976
23,ENSG00000165899,-0.108841404,-21.992184,0.913328283628553,0.9974452169064976
23,ENSG00000170382,-0.10886681,-0.38035193,0.9133081319276805,0.9974452169064976
23,ENSG00000248727,-0.109349534,-0.3968664,0.9129252602159733,0.9974452169064976
23,ENSG00000132185,-0.11005075,-22.24124,0.9123691247015729,0.9974452169064976
23,ENSG00000100012,-0.11005075,-22.318058,0.9123691247015729,0.9974452169064976
23,ENSG00000262999,-0.11005075,-22.363827,0.9123691247015729,0.9974452169064976
23,ENSG00000260979,-0.11005075,-22.438631,0.9123691247015729,0.9974452169064976
23,ENSG00000196188,-0.1112601,-22.620703,0.9114100934203139,0.9974452169064976
23,ENSG00000246985,-0.11243896,0.17699875,0.9104753635798701,0.9974452169064976
