,speed,speed,cos_turn,cos_turn,dx,dx,dy,dy,area,area,perimeter,perimeter,eccentricity,eccentricity,solidity,solidity,major_axis_length,major_axis_length
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
cluster,,,,,,,,,,,,,,,,,,
0,0.8277065406539065,1.666716249111255,-0.049142597994003,0.22891163748219825,-0.00991705733862241,1.1176535569058186,-0.22097006851785075,1.4723018355308743,6352.521186440678,2706.906450445623,328.2855940904247,82.15207935340295,0.6770411338649396,0.16474764766449776,0.9378969607950107,0.036547113913124235,109.5653260665895,28.532985951765024
1,2.340847471237504,2.980142688036435,0.1991074915660675,0.35233730990877754,0.9230769230769231,2.948532881594871,-0.6538461538461539,2.1343347008809594,9571.653846153846,4137.063392720084,538.5197049704288,124.3857926575288,0.8699508171332122,0.1027304362664589,0.7392142022128803,0.0747793862521966,194.43206889762484,68.40377074987059
2,6.237815182075316,5.015562884188249,0.5881643921453987,0.4533296056565377,-0.2851063829787235,5.2038440091976925,0.22943262411347531,6.106388611691824,6298.177777777778,3065.168952865891,332.52748377087585,94.24457319405501,0.7091589136000138,0.16225134391481957,0.9255162027358697,0.051933274630447286,112.39356750998567,33.594965471108594
