x,y
142.0,67.0
143.46855306321427,67.41331047931308
145.60900420157822,67.4483530464796
147.668815760198,67.82739122774518
150.62947209815425,68.31791142713018
154.35772741179628,68.79505023910188
157.68439442219298,69.41773242837704
161.28577344326257,70.19088450077629
163.74056631860591,70.49283777224151
166.77663581024714,72.33676321827419
169.4060685413977,74.27639033386738
171.4359995583929,75.5053848107493
173.7173664002325,76.84516165205636
177.74027681293472,77.57462938679004
181.56424823990474,78.46387367134702
185.3149873480487,78.89977972573975
188.71783471739755,79.18836306274169
192.20712142183964,79.41646430490287
196.01293420518522,79.4435040656795
199.76943366103478,79.5754742111814
202.587602834417,79.08911032164768
206.284069250409,78.86141212957376
210.39141651136265,77.36095714156407
214.2689918168135,74.87988532410226
217.49358464755014,71.81246432421096
221.3487901588844,69.14392938021781
225.98317590331152,67.51681032325435
230.01806534515404,66.85905140969834
234.6201530966744,66.32261984125681
237.5040278255994,65.2531488148954
240.31632909386263,64.28853673883579
243.83630759419148,63.23154772820352
247.36045832705935,63.2972631086351
249.7915471256854,62.98461317513867
253.77420335161202,61.979769558775196
257.93585849617966,60.96232141224515
261.1068955208282,60.12716173025403
264.56707562998275,59.206948379952884
268.80978876935296,58.26733279893699
273.0312618246496,58.24854661143976
276.45992098710445,58.9678187758277
280.82571091594855,59.83103970250617
284.7539308691488,59.338589435923886
288.5203080799234,59.614206015209696
293.0480634477787,59.48569145981093
296.74578498225907,60.047950110953856
299.78439493177075,60.78817847340235
301.49609415340024,61.69552449792921
303.7436353603315,61.90185990555149
306.8777878687943,61.77504221863867
310.2860238596096,60.186593537908344
