x,y
142.0,67.0
142.41145339315128,67.65662541517781
144.1385469423203,69.27674930948548
145.9838354302159,71.76268097751688
148.56261968783102,74.88203311791395
151.85283940534546,78.06824689841966
154.812977589981,80.18488645617487
157.1355308383575,83.10449646285844
159.42126513558767,86.39435753050869
160.72865822119732,89.13475549003746
161.54790255647362,91.90232928821877
163.0353139913635,94.47144374479413
164.5330899816227,97.65476478234693
165.69893042138398,100.77847366094453
166.8174566001107,104.3276644309903
167.64227558356907,107.83535084244195
168.48809267614823,111.53242210629679
169.395832253301,115.86620992375181
169.76104000869736,119.99375505615437
169.83210982941057,122.52039299188864
170.49228325868728,125.27794184634058
171.03240644321005,127.64878073332801
170.68797426666728,131.00878896642735
169.83321988796362,134.3194764203704
169.97620359789343,136.97239965295913
169.60379416804705,140.0684563600573
169.61349771127794,142.84080102279577
169.6321377531406,146.4312852528696
170.25597085906483,149.77785140974808
170.401606122436,152.84599591819392
170.82816735674146,155.69963894021674
170.97565276327848,158.26061649377553
170.84561461786885,160.89109541411932
170.485406185059,164.38851566743284
169.79270770104273,167.80420215229992
169.42753884711328,170.60588583858495
168.6519264024419,173.3234777229202
168.78429720017039,176.03844329741435
169.18042561177913,179.27407455582275
170.04375684142036,182.1070089799307
170.73142389330638,185.40924046876157
171.2490891807601,188.92022060579365
171.80495636289953,192.16756156597765
172.4045868615339,195.85942080287361
172.64047328742427,198.7412994867737
173.3023327308844,201.63967315289048
174.1845035612374,204.3515421570822
175.28478140451713,207.92904008519616
175.59992057997215,210.91904276342686
176.1052883472459,214.88318138497965
176.74061119612654,218.01509641279785
